SampleNumber,GPStime,Type,Period,Network,DistMean,DistSTD,DistMax,LogBCI,LogBSN,ProbMin,ProbMax,ProbMedian,ProbStd,Vol0Min,Vol0Max,Vol0Median,Vol0Std,Vol1Min,Vol1Max,Vol1Median,Vol1Std,Vol2Min,Vol2Max,Vol2Median,Vol2Std
r01139,1239722505,NSBH,GW170729,111000,292.833,87.134,510.669,6.611,26.896,7.017046688126996e-19,9.005991652827096e-05,6.696721967575503e-14,8.13649155154265e-06,3.9953373284147825e-51,0.004,3.8686653594738205e-11,0.0003194160426357637,1.2133249901728271e-14,0.0007485626057625503,1.9395235596854273e-08,0.00013511345291768154,9.61811665130041e-16,0.002,1.2803382021712297e-11,0.00021214056141078314
r01140,1227475776,NSBH,GW170729,111000,505.624,140.384,856.585,7.869,36.498,2.64157339224248e-22,0.0001067767074677,1.216546660574907e-17,6.923725487865062e-06,1.0173469749450152e-31,0.006,1.1278887223043847e-15,0.00047002232829794564,2.0595190394041775e-21,0.005,5.144363838771307e-16,0.00037868139550149594,4.080070387531976e-21,0.00042005206752416434,1.4439306057810256e-06,9.897911373327258e-05
r01141,1229663689,NSBH,GW170729,111000,231.344,63.097,389.086,7.195,42.765,6.375637668501967e-26,0.0001372197075832,9.899104759553954e-16,7.874962229692673e-06,0.0,0.009,2.2572063885776102e-14,0.0005470220385429194,1.876358979648174e-25,0.007,7.14762379250419e-15,0.0004358921257985918,1.825252499873133e-22,0.000427872738107413,1.0535486364134467e-06,0.00010084567182899821
r01142,1194584356,NSBH,GW170729,111000,233.459,70.633,410.042,4.583,36.948,2.3662884087880266e-23,6.664646452345049e-05,2.114449506397753e-10,4.921992563438677e-06,8.013208566940104e-23,0.003,1.6470325582936377e-09,0.0002784892825850889,3.2849406845335023e-19,0.003,1.3866019601430375e-09,0.00027541277244729227,1.551148732151116e-17,0.0007206268716517881,6.165310529722702e-08,0.00013425392101678294
r01143,1251090664,NSBH,GW170729,111000,216.362,66.92,383.661,6.191,29.593,3.0342433924452003e-20,5.273136966528696e-05,1.0949449978417176e-13,6.248142506930682e-06,8.632375526909383e-19,0.005,6.8658598048812016e-12,0.00028637452131258977,1.4832363342266185e-16,0.002,1.6255778705971689e-09,0.0001647958994203906,8.078781408300001e-17,0.0005914646716190242,8.243625873662214e-08,0.00011306240957427752
r01144,1178002326,NSBH,GW170729,111000,236.816,68.704,408.577,7.034,35.482,5.473998116749089e-23,4.572925516945658e-05,1.0330532088536328e-17,2.728090822045534e-06,0.0,0.008,1.5073910023734545e-10,0.0004564841055619804,4.963407202599213e-21,0.008,1.3713600726343717e-15,0.00044910600953908356,4.1894276837770754e-18,0.0008659037208698276,3.310866867972099e-07,0.00015412830866687031
r01145,1199270595,NSBH,GW170729,111000,197.812,50.997,325.305,8.838,56.793,3.507526886715925e-32,5.356878936707652e-05,3.534589229923455e-21,2.5237389935066747e-06,4.8338845000021696e-178,0.003,8.790814504391106e-18,0.00028166294336730795,1.0080330416987987e-52,0.002,3.3629586877605438e-15,0.0002020331318617271,9.382559000162789e-26,0.0007162675011133342,1.0261079992735174e-07,0.00012464518321929138
r01146,1180211123,NSBH,GW170729,111000,308.289,93.005,540.801,6.43,27.777,2.459576808882081e-19,7.266897081156935e-05,3.1805540205456895e-13,7.494695442263162e-06,3.3798516853366318e-18,0.004,1.2568316029097757e-10,0.0003234615428827212,1.3197542556694743e-19,0.004,9.319008111177423e-12,0.0003021539295883502,4.092598757337691e-15,0.0005567874639669302,1.4897071326805312e-06,0.00011986993173654541
r01147,1237925041,NSBH,GW170729,111000,326.851,90.64,553.45,7.219,30.345,2.0113158762930507e-20,0.0001255206399986,7.259026722695588e-14,7.084494405905722e-06,2.0425692350044152e-19,0.002,2.7607642670005056e-12,0.0002609994663827404,9.090600377549906e-18,0.005,1.79895265422003e-12,0.00034790810612539294,1.2174392973347879e-18,0.0005107584956655818,6.127885577347387e-07,0.00010885214478012023
r01148,1199119473,NSBH,GW170729,111000,169.087,41.424,272.647,6.505,62.824,3.529025554300295e-35,0.0001168808049934,1.3147227732618337e-26,4.359848638590474e-06,2.2979387411862075e-43,0.016,2.9630857536885288e-21,0.0006482159681574835,1.2009505732284188e-31,0.01,1.6679692606565083e-23,0.0005082321319502999,9.008761045113721e-29,0.002,4.715282107694437e-23,0.00025186909921017176
r01149,1218993009,NSBH,GW170729,111000,343.566,104.808,605.586,5.93,21.197,1.3730369508291415e-16,8.570281017719309e-05,1.2646847645727147e-11,6.403758265919533e-06,1.1199664431059992e-16,0.003,1.125238394502186e-09,0.0002376629662155638,2.087713190874869e-13,0.0005958227528520571,1.273433175652265e-07,0.00011678285179232501,9.899494376792727e-13,0.002,9.405860542999497e-10,0.00023459194886504188
r01150,1225858706,NSBH,GW170729,111000,239.253,83.294,447.489,4.211,16.524,1.3693634091263752e-14,4.390437848385775e-05,1.7151498313065672e-10,4.786926563467182e-06,6.799458297606225e-27,0.008,3.4848784654859936e-09,0.0003402425141694609,2.0735758229084715e-12,0.004,8.580612839298578e-09,0.00024900589099127155,1.5417912491506435e-11,0.0007127752439354024,2.0543758315760843e-06,0.00010480164462180948
r01151,1221267068,NSBH,GW190426,111000,250.076,68.715,421.863,9.413,115.383,5.83671677009323e-54,4.949176595907639e-05,3.0407911791659108e-37,2.7904255836349505e-06,0.0,0.015,1.8896100733137498e-37,0.0006627407107397629,3.4558611998343967e-140,0.009,1.2385666666364317e-36,0.0005581117597319224,2.1316862740189297e-34,0.0006277106457362551,1.6333613611822883e-06,0.00010444133117692483
r01152,1203780357,NSBH,GW190426,111000,351.096,97.607,595.114,7.884,51.643,3.6712195888721495e-30,5.682963749276272e-05,8.650274535328846e-23,2.5672782139182176e-06,0.0,0.007,8.359888828195527e-20,0.0004401527500720609,1.68139781569515e-27,0.011,4.259408898610351e-21,0.0005083543139598398,1.050469795904859e-26,0.0007112065278484731,8.744769882211725e-07,0.00012876712863934487
r01153,1241180174,NSBH,GW190426,111000,327.355,82.548,533.726,9.302,62.255,1.823536728537809e-33,0.0001182884314413,6.930387843111436e-19,7.356063500170883e-06,9.569533557677104e-69,0.006,1.1994206608544277e-18,0.0004369169551759383,4.3500896858297193e-35,0.005,7.233686057668445e-19,0.0003775623626699068,2.7912130749445504e-22,0.00046087290485774995,6.690296611338295e-07,0.00010608678155414916
r01154,1204951553,NSBH,GW190426,111000,334.705,89.111,557.483,7.894,62.565,5.187087529516941e-35,4.997866802061857e-05,2.099276549108617e-18,2.253506917269267e-06,1.551148720612006e-77,0.008,8.222537724901519e-13,0.0004640064936770289,2.916101408528325e-47,0.01,2.287750320759032e-18,0.0005062972598502143,1.3180348871175194e-27,0.0008220562829442243,1.9505572724177428e-08,0.00015427840424068378
r01155,1172458913,NSBH,GW190426,111000,257.538,69.159,430.436,8.477,78.316,3.3381032436051913e-41,5.261513604529136e-05,6.494943714406929e-23,2.4374682248473666e-06,1.314427432121087e-184,0.009,1.5615883787653194e-14,0.0004772472848977272,2.232845333275649e-52,0.007,8.607498242436662e-22,0.00039940531469320056,9.420146802197583e-44,0.0007214723974360374,2.94762247209102e-07,0.0001286296940700055
r01156,1193924488,NSBH,GW190426,111000,608.537,176.238,1049.133,6.995,31.372,2.976304405545187e-21,3.981904836776068e-05,2.3278879445911053e-17,2.093397030132053e-06,0.0,0.005,4.728752866486666e-15,0.00038073823970597364,6.212122663255837e-19,0.009,1.8691100509535444e-15,0.0004399805283656704,1.8113606024443016e-19,0.0005858901020860056,1.3231968995917912e-06,0.0001127108571626684
r01157,1177554323,NSBH,GW190426,111000,153.065,31.428,231.635,13.752,773.666,3.63147219249667e-296,7.683128622795643e-05,5.9498916439237824e-182,1.968976865233673e-06,0.0,0.022,8.029264110384801e-135,0.0008331207323950502,0.0,0.018,5.55175175228852e-200,0.0007318233229028033,0.0,0.001,4.354951414657107e-24,0.0001943236278335302
r01158,1242648773,NSBH,GW190426,111000,325.544,86.519,541.841,3.44,31.736,3.283371592692443e-21,0.0001140234891269,3.0894392862822857e-13,6.9235090944724776e-06,4.512672284168496e-17,0.005,3.204081489435594e-11,0.00036027779352620313,2.91479266125491e-19,0.005,1.1929355033402781e-11,0.0003839922253956064,1.7146662721419325e-23,0.001,3.1914530482512607e-09,0.00016978369696330053
r01159,1250434495,NSBH,GW190426,111000,333.988,88.089,554.21,8.631,48.96,4.0860723883231525e-28,0.0001182696042308,1.7674145797414462e-19,7.373920951535185e-06,0.0,0.004,4.232157984177452e-18,0.0003969556129826758,7.825088617949273e-28,0.005,2.2834295826163518e-18,0.0003624241062795824,4.988108459767208e-23,0.00043042175599838006,9.991377550578305e-07,0.00010078935824465687
r01160,1199262121,NSBH,GW190426,111000,484.261,143.307,842.529,5.982,39.727,2.247606594987078e-24,9.126589539683636e-05,6.469651031469012e-14,5.763497622740758e-06,0.0,0.004,3.054839986865831e-13,0.0003281919909598651,4.564500635078664e-24,0.005,9.937567437739248e-14,0.00035325030667931014,8.050770890430356e-21,0.0005035508613024538,1.3247458784073623e-06,0.00010849741963748242
r01161,1168178369,NSBH,GW190426,111000,571.834,167.844,991.443,5.282,20.022,6.32808837862585e-16,9.193216368006528e-05,8.360063490016767e-12,6.623377856951484e-06,9.693729587336247e-20,0.007,2.3358873079397163e-10,0.0004933267613181778,1.0552028445474403e-13,0.005,2.2671916081552248e-10,0.0003793205435751791,2.6218511806180407e-14,0.00038299778644685327,2.054627558571538e-06,9.681325441455343e-05
r01162,1208147965,NSBH,GW190426,111000,386.297,102.4,642.299,3.882,32.724,1.2604864151240974e-21,0.0001215978427225,4.733914207487063e-13,6.6100660316908025e-06,6.898838237208419e-19,0.005,1.0679959997826356e-10,0.00035191394215068584,3.2923264180845495e-20,0.005,1.790153579114634e-11,0.00036728003015243463,2.3899863583759614e-28,0.001,1.216626269400758e-09,0.00017653803782147193
r01163,1238870678,NSBH,GW190426,111000,331.099,85.11,543.874,8.796,49.752,2.6410117069002547e-28,4.160743074977364e-05,1.0118673604400272e-19,2.128655394419194e-06,0.0,0.005,4.284622198088473e-17,0.000422699318903901,5.264484457310374e-25,0.008,1.3333753815299228e-17,0.00044174176294448146,2.581459772802773e-25,0.0004780721155320666,7.591586181115313e-07,0.00010572945584744546
r01164,1204720873,NSBH,GW190426,111000,287.708,75.656,476.847,8.701,67.669,7.343687011427782e-36,0.0001304515076865,1.815616524441044e-20,8.868166629323294e-06,4.745978071449272e-97,0.002,3.3436294639062295e-19,0.00026273686309604273,3.5057350268893707e-95,0.0005570605678275557,2.8960037447414107e-07,0.00011448121716618967,1.951416176113804e-33,0.002,1.202387998934292e-16,0.00021483794172147354
r01165,1251306238,NSBH,GW190426,111000,307.616,75.993,497.597,10.087,139.807,9.906707203143674e-69,7.573684361135061e-05,6.399634327919992e-34,2.8123340351517032e-06,0.0,0.01,6.9246580180192484e-31,0.0005469350555524402,3.5228038649717714e-81,0.01,9.291216629389138e-35,0.0005076385917212656,1.8393514569708437e-73,0.0006875696409453279,2.1015504093160017e-07,0.00014060392270109692
r01166,1189848191,NSBH,GW190426,111000,311.986,87.722,531.292,7.743,35.516,8.247644860143657e-23,8.948875593145206e-05,3.8254669971214505e-17,6.482410181116505e-06,0.0,0.005,3.552481382980409e-15,0.0003627047754655399,2.0916504642638066e-20,0.005,1.0760126414792795e-15,0.00032347759666793773,1.2044834494851354e-19,0.000404971306556015,1.4780641706196191e-06,9.728685525497385e-05
r01167,1215527281,NSBH,GW190426,111000,530.489,169.723,954.797,5.228,13.673,2.433324364699622e-13,5.789231974170216e-05,2.7956667398159816e-10,6.045563484393686e-06,4.885357214627125e-22,0.002,5.700530821132458e-09,0.00022051937667705545,3.164476028389792e-12,0.0004871320256853164,1.2161010235754912e-06,0.00010482966778656158,4.4109753579189696e-11,0.003,8.773458694211632e-09,0.0002620472728460078
r01168,1245958116,NSBH,GW190426,111000,293.293,71.763,472.702,11.664,329.012,6.666716657062967e-135,6.368072775608954e-05,9.418780685464492e-71,1.217194582320103e-06,0.0,0.025,8.924705034053278e-54,0.0008454135173234246,0.0,0.019,1.9859226972578485e-69,0.0007477830171083385,0.0,0.001,1.3877376696965872e-09,0.00019444066177719168
r01169,1246639027,NSBH,GW190426,111000,428.93,133.774,763.364,5.086,12.846,7.508157880560679e-13,0.0001292619778546,1.300104590098076e-11,9.054271998280453e-06,3.1205540551263855e-11,0.006,4.478625282449548e-09,0.0003505065701480482,2.170573535327396e-11,0.002,8.688907469886409e-10,0.00019291078223217099,4.640424160911821e-11,0.001,1.2591422459678216e-09,0.0001762513699995977
r01170,1208250161,NSBH,GW190426,111000,128.687,27.314,196.973,12.501,478.803,6.16345091785224e-196,0.0001678700035663,1.7149133098752283e-100,4.7512449599882855e-06,0.0,0.015,4.5929297815981014e-129,0.00061488570668762,0.0,0.012,7.478138400174887e-114,0.0005367997126182805,8.153938212964598e-122,0.001,1.0950764279902243e-06,0.0001455959347065918
r01171,1198957186,NSBH,GW190426,111000,358.479,94.537,594.821,8.493,53.849,6.026164972168361e-31,4.697087467660855e-05,8.835397340662671e-20,2.6633670133888985e-06,1.1672128484196456e-64,0.003,1.0398449623193063e-16,0.00026828896586635634,9.32769974454031e-37,0.0007829225600114154,2.3656864411124747e-08,0.000133913444005295,4.821161534535163e-28,0.001,5.665028928841956e-12,0.00015945320479033478
r01172,1248965744,NSBH,GW190426,111000,350.995,109.417,624.536,5.546,38.76,4.659874948091226e-24,0.0001300255134591,1.9790841495224072e-14,6.899958546573868e-06,1.1093033918420444e-18,0.007,2.0498897191789204e-08,0.00036583690551762304,1.7384627386234772e-23,0.005,3.5546702606946415e-12,0.0003310844387294059,8.028522584293542e-27,0.002,6.261807445223158e-07,0.00016784095083233056
r01173,1232289526,NSBH,GW190426,111000,428.279,113.171,711.206,8.54,42.205,6.5055890216129765e-25,0.0001252338065788,2.88683111198408e-18,7.749055575056665e-06,0.0,0.007,6.832681286057151e-17,0.0004931933376961627,7.5734013207203475e-25,0.006,3.020855361855989e-17,0.0004064866200705051,1.9617234352682903e-19,0.00041176560612472834,1.1576855509146737e-06,0.0001006830916850639
r01174,1222155541,NSBH,GW190426,111000,227.436,60.989,379.907,7.501,71.803,1.938969021795289e-38,3.848927448746964e-05,4.063903629827153e-23,2.9569138637138904e-06,2.0628499136178043e-42,0.006,4.239324053159681e-11,0.00034490832515805727,3.5520584618115404e-42,0.006,6.2015433493946004e-21,0.0003429801382657994,2.7328458199227177e-63,0.001,4.589473001130176e-07,0.00013935119658001045
r01175,1174073899,NSBH,GW190426,111000,516.982,158.013,912.014,7.721,57.881,1.0960531719953312e-31,9.519535436706787e-05,1.7517740724792432e-22,7.698460914195299e-06,0.0,0.018,5.5694675496614345e-21,0.0006239040811590003,1.1060494264100878e-31,0.005,3.574911855608528e-21,0.0003993048320462884,5.463419722794252e-22,0.0005970036236440159,2.554899124560936e-06,9.789450518873328e-05
r01176,1227936685,NSBH,GW190426,111000,374.922,128.512,696.203,3.644,14.969,6.230676917164886e-14,4.523034979081695e-05,6.864209529834947e-10,4.120560833182773e-06,3.042868030599575e-21,0.005,3.224456967738549e-09,0.00028672830052352754,3.038046431879581e-12,0.002,6.9597185478869584e-09,0.00021405817739377498,1.1241673201796439e-12,0.0004721565853735898,4.379907593386042e-06,9.655592786634166e-05
r01177,1175070792,NSBH,GW190426,111000,326.413,81.513,530.196,9.476,73.078,5.0386340529575205e-37,7.80612030530918e-05,2.16688034337061e-25,2.977844543295049e-06,4.389947993782203e-78,0.005,1.2151916237626176e-21,0.0003499921119011364,9.137583551597142e-42,0.01,2.129576145738308e-23,0.0004639678188816039,1.1959772607293591e-37,0.0007828602699873685,4.1585501034647435e-07,0.00012978124383443413
r01178,1226383154,NSBH,GW190426,111000,584.533,164.435,995.621,7.531,28.375,1.8218534984698945e-19,8.253033827196634e-05,1.1339468923384863e-14,6.167941988965634e-06,0.0,0.005,5.321668806613832e-13,0.00039845934444115825,8.21465543073217e-18,0.004,3.3653092232585237e-13,0.000332077776219083,2.926434917503623e-15,0.0004158142178890185,1.5612734743568384e-06,9.800778226277861e-05
r01179,1175873265,NSBH,GW190426,111000,394.105,108.657,665.747,6.038,22.91,2.2989767282861414e-17,3.498271892809049e-05,3.976838930398415e-15,2.324708772200413e-06,3.675095582768494e-15,0.006,3.9227379092113714e-09,0.00037630236668086364,1.1590884010509212e-15,0.005,7.691907123459387e-13,0.0003662064599673127,2.409738537467794e-14,0.001,1.212004021215146e-09,0.0001664655553735709
r01180,1200150478,NSBH,GW190426,111000,276.899,73.534,460.734,9.006,82.757,3.5493976431706704e-43,4.174592613075521e-05,1.7335985806167949e-26,2.666079306171908e-06,0.0,0.01,5.193439548581438e-19,0.0004479542345147423,1.533366785611701e-68,0.009,8.356352909244446e-26,0.000483389448043404,3.850563425485131e-39,0.0005881442421936335,1.131503128400631e-06,0.0001237232880585425
r01181,1241816100,NSBH,GW190426,111000,457.935,141.212,810.964,5.642,26.663,7.317839414149924e-19,7.659875836850718e-05,7.00490142979975e-14,6.528611609940365e-06,8.373832186377095e-45,0.006,2.980988624078215e-11,0.0002717643691953178,9.49918151635758e-15,0.004,4.328528053512183e-09,0.00021049800385619947,1.8472660747761482e-14,0.0008828920490411789,1.1602601056638977e-08,0.0001320310846999175
r01182,1226593581,NSBH,GW190426,111000,362.887,100.41,613.911,8.337,53.321,1.323269639807413e-29,0.0001184210048152,1.1942590842096043e-20,8.563456456240158e-06,0.0,0.008,4.295211756140375e-19,0.000413274733127873,5.242875389332072e-31,0.005,4.1554846384590367e-19,0.00034882684771973664,3.898956321989868e-24,0.00041544318415003836,1.5952638497887857e-06,9.394341934891129e-05
r01183,1236436822,NSBH,GW190426,111000,348.018,96.575,589.456,6.607,34.031,1.8713720054698467e-21,6.046681335646283e-05,2.6847395822555165e-18,3.616444667875738e-06,9.930752514719e-20,0.007,2.4401402007402954e-12,0.0003953388700510768,1.8065289158974096e-19,0.007,1.1724501157144409e-15,0.00036901573401778605,7.126373894064819e-19,0.0008336622705022769,6.965939460682325e-12,0.00014781315085946937
r01184,1223342971,NSBH,GW190426,111000,413.087,132.444,744.197,5.847,38.27,5.4157935414780726e-24,3.034614713767733e-05,2.2720244984470232e-14,3.892054570708293e-06,0.0,0.008,1.1331454675224254e-13,0.00036707619953130314,1.0912442994389206e-30,0.002,4.502426499308966e-14,0.0002459613384844676,1.9656203200146072e-19,0.0005147742765632854,2.886933431247427e-06,9.218532350220349e-05
r01185,1236501315,NSBH,GW190426,111000,346.447,95.775,585.886,7.661,49.115,9.055617931166786e-28,7.840467855045664e-05,5.451921355967298e-17,5.917024620222888e-06,1.1539526065048619e-134,0.006,1.6587005841248427e-16,0.00042473529824842463,3.0015280755158057e-31,0.005,8.470775748491741e-17,0.00034139159350538186,4.242541100036632e-22,0.0003654432137153819,1.635072874289199e-06,9.548323978813925e-05
r01186,1230899958,NSBH,GW190426,111000,239.32,67.669,408.492,6.371,35.712,7.307603024761952e-22,9.75034202484566e-05,1.7210065865540136e-16,8.368268177501839e-06,1.2202605949980137e-21,0.004,2.9966184886495106e-09,0.00033594919891739166,2.3094460747332557e-19,0.004,2.448155953407845e-15,0.00033347091981548576,3.489370282341573e-20,0.001,3.189819980771788e-09,0.00017125169341083573
r01187,1232135003,NSBH,GW190426,111000,366.035,112.216,646.575,5.098,20.579,3.2598394155696136e-16,5.840153025602814e-05,1.9341934221434216e-12,5.0562275431046285e-06,1.5321165674291946e-11,0.002,1.4753254811742466e-08,0.00019541929816867408,1.8563319257798312e-14,0.003,3.2284233736586503e-09,0.0002090302747192761,1.7527108217692432e-13,0.001,4.453113442978179e-09,0.00015354354979934233
r01188,1189019121,NSBH,GW190426,111000,431.543,127.709,750.816,4.435,18.002,3.36615102577919e-15,0.000117001618281,2.3044330324044464e-11,6.464230516663698e-06,4.1861477256330304e-12,0.004,6.572685121550546e-09,0.00031826395836538065,2.336465638338457e-16,0.004,1.381527446133848e-09,0.00030080614559632745,1.6576321074780576e-13,0.0007763161185666579,1.7180399915396702e-08,0.00015038232437366417
r01189,1231534535,NSBH,GW190426,111000,448.574,149.433,822.157,5.555,26.091,9.909502140851817e-19,7.684764499784998e-05,3.4259569118504754e-14,5.9108382150427926e-06,2.350822382074197e-36,0.005,3.067903437762672e-12,0.0003567893090439799,4.812676316029913e-17,0.006,1.1084860465151208e-12,0.00035981603757320594,2.4199509441877066e-17,0.0004908965186166234,2.3404469296056454e-06,9.346828843272495e-05
r01190,1201670079,NSBH,GW190426,111000,388.654,128.68,710.354,5.013,12.586,7.673523283182158e-13,6.149162974196899e-05,1.0587991315286256e-10,6.665891188213812e-06,2.227829708084785e-11,0.003,7.237368106301927e-09,0.0002913611778624712,4.9165748135898186e-11,0.0006343708805035175,5.932216998310255e-07,0.0001261564097227171,2.1494653998758718e-11,0.002,6.660687088059795e-09,0.00022414700523149016
r01191,1243142153,NSBH,GW190426,111000,252.866,81.157,455.757,6.696,61.433,5.404875629492653e-33,8.741414069113486e-05,1.4563009284987503e-24,3.5599458846027376e-06,5.128698215561891e-72,0.014,1.163295600615195e-12,0.0005956997881383715,3.3523422850251875e-62,0.012,3.861138070091053e-24,0.0005604294183609418,4.0798342272320555e-30,0.002,1.4422100958427334e-08,0.00016960271088507052
r01192,1237221659,NSBH,GW190426,111000,301.732,73.21,484.758,11.455,305.009,1.6753193631960504e-120,5.392186965685737e-05,6.685898222995082e-82,1.3615802392168856e-06,0.0,0.019,7.525715245871874e-76,0.0007864683704186052,0.0,0.018,1.910090221817352e-88,0.000720347486601749,3.7050920027513166e-168,0.001,5.646622582130988e-10,0.0001840503609740993
r01193,1179013496,NSBH,GW190426,111000,289.004,70.48,465.203,5.564,85.256,1.5231906308741872e-44,4.799739165536842e-05,5.0407567742704175e-19,2.1250130920474987e-06,8.30250825234144e-160,0.008,9.136598464404757e-17,0.0004432928267149224,0.0,0.006,5.627431975680377e-19,0.00040541809759336064,0.0,0.002,2.50486046395874e-14,0.00021705978659013027
r01194,1232016470,NSBH,GW190426,111000,367.183,96.014,607.217,9.21,121.158,2.2165338542551135e-59,4.800690422217529e-05,7.481279913594625e-28,2.3685688247347507e-06,1.8018267989730204e-295,0.007,1.7378952205173744e-17,0.0004629990655316612,8.838310632952465e-85,0.008,8.647534869093517e-29,0.0004404577294635922,2.0962096289949238e-132,0.000690902481800344,1.9040457519637282e-07,0.00013907850954821715
r01195,1232279292,NSBH,GW190426,111000,268.544,74.105,453.806,6.687,38.031,5.351339810015115e-23,4.278258243702279e-05,2.0633780869961173e-18,2.897552235576628e-06,8.042745305514301e-19,0.006,9.224596285148754e-12,0.0003858960202500841,3.44643002004878e-21,0.004,1.860705000212587e-15,0.00028798709854442015,1.6207353586387223e-19,0.001,2.2312748431147127e-14,0.00017781818559245546
r01196,1197476705,NSBH,GW190426,111000,291.8,71.546,470.665,10.238,176.499,1.1289339356925e-84,9.45380923500706e-05,5.603654788446299e-35,3.1000631727823908e-06,0.0,0.012,5.558525553817022e-18,0.0005769631811901223,4.41505847451509e-117,0.011,6.530121924012049e-38,0.0005572139733972667,5.753151828388354e-155,0.0009275842323830589,5.933355125034268e-09,0.00016599105695875045
r01197,1228421010,NSBH,GW190426,111000,438.574,124.816,750.614,7.501,36.968,1.641245723727767e-23,3.5927816283160135e-05,1.2014407101276357e-17,2.484266695160276e-06,2.4748676582645666e-21,0.006,2.4928481348390574e-14,0.00030810882950513475,2.5683230664684612e-21,0.006,1.917637286289635e-14,0.0002876631506977957,8.172046983628119e-19,0.0005110750426135724,1.4643204356060724e-06,0.00010133464745405993
r01198,1174847445,NSBH,GW190426,111000,346.365,90.606,572.88,8.606,64.03,2.2733679936292108e-35,5.746192776558684e-05,9.233969712573937e-22,2.4093128691033333e-06,7.816000695668762e-119,0.007,5.438458202875123e-16,0.00037970538079217165,4.497699121760973e-47,0.008,1.873890478219878e-20,0.00041176377381561444,6.585245259182348e-33,0.0005722575040211788,2.6996237480391256e-07,0.00011798621069276611
r01199,1246264397,NSBH,GW190426,111000,281.576,70.09,456.8,5.89,58.597,2.2101820926909672e-33,4.82232429501692e-05,3.0932291542449527e-17,2.1343200232224715e-06,6.99767848925022e-49,0.007,1.115862874737046e-14,0.00042380095889055447,3.311529787602996e-66,0.007,1.8833428504884625e-15,0.0004412538583952717,5.078188849581516e-206,0.001,1.0434928408621457e-12,0.0001764958182637892
r01200,1206292010,NSBH,GW190426,111000,184.791,59.037,332.385,6.38,98.88,4.77450532799919e-50,8.683249061439603e-05,1.6558329088154654e-20,2.808452292067156e-06,0.0,0.013,1.0596167934562421e-16,0.0005844570579450765,0.0,0.011,2.0748146281730682e-23,0.0005535324053220735,1.8966741209983862e-209,0.002,3.536098477343054e-11,0.00017291501006185718
r01201,1241842614,NSBH,GW190924,111000,360.393,107.857,630.037,4.14,27.334,3.0305330166773305e-19,9.30455530787866e-05,1.776858481481008e-11,5.871897592317133e-06,1.8052081605230936e-25,0.004,5.524467492031456e-09,0.0003224298847931878,1.0691973466140531e-19,0.004,5.205459371556603e-11,0.00032739296017701773,8.258556243568734e-25,0.0008248075487450947,2.9063462942059805e-08,0.00015415704974762627
r01202,1230471382,NSBH,GW190924,111000,802.998,267.042,1470.604,4.004,6.841,2.2919298260487752e-10,3.816758223992526e-05,5.343763023251266e-09,4.3876299249280566e-06,5.1511723408060494e-15,0.002,8.7848738007184e-08,0.00021579732845286437,2.1829570479652262e-10,0.00041785569830225116,3.939790215111444e-06,9.784002159488183e-05,2.484129600235844e-11,0.002,1.1414351369016168e-07,0.00023051933250420542
r01203,1202453864,NSBH,GW190924,111000,241.006,59.154,388.89,10.376,168.554,6.557175549532984e-76,8.539855058900269e-05,3.375295579150069e-45,3.033012040720107e-06,0.0,0.01,1.0037463697279589e-58,0.0005370422298144733,1.2898325291092895e-293,0.012,1.0293612024056339e-51,0.0005568788705952719,7.149174111034969e-68,0.0006506462828101221,1.7787919694314498e-07,0.00012847844979787555
r01204,1243158125,NSBH,GW190924,111000,459.21,141.047,811.828,5.995,26.532,1.6673940852466553e-18,7.07790700294082e-05,1.8524634212346416e-14,6.339608684523361e-06,0.0,0.005,5.7018793281803555e-12,0.00025275354141286114,9.677017273097698e-16,0.0006703017265930438,3.7949431228791327e-07,0.0001077393297229683,2.6070113786654234e-18,0.003,4.071918848905693e-12,0.0002156836120652596
r01205,1219709904,NSBH,GW190924,111000,328.775,92.913,561.058,3.87,14.294,6.575072561252367e-14,0.0001049559541543,7.899493133458549e-12,7.930487019096821e-06,8.423781400186935e-11,0.005,1.580411574456019e-08,0.0003222513640058659,1.186021122583289e-12,0.004,4.2466581494291566e-10,0.0003217344925274539,1.6410658186519318e-11,0.001,6.342389200232365e-10,0.00019162051611034948
r01206,1210746352,NSBH,GW190924,111000,635.259,215.755,1174.646,3.595,10.544,1.6725580465375712e-12,5.0397530540387344e-05,2.4094936994038357e-09,5.096053470413246e-06,1.4349339837591802e-14,0.003,1.5923165587040716e-08,0.0002552025203355195,1.2641827629863173e-12,0.003,1.8298129165116474e-08,0.000267343457761661,1.6805491401831589e-12,0.0005241398395613012,3.623041766314074e-06,0.00010700592309106833
r01207,1196449750,NSBH,GW190924,111000,352.238,100.849,604.361,4.443,33.959,1.6479151864465898e-22,5.585870777532274e-05,1.227369717406354e-16,2.5893053916793684e-06,6.865439821365179e-21,0.01,3.6009055136640897e-11,0.00046823940632551654,1.3578983222491495e-79,0.006,8.391882296117951e-16,0.00039034058047054195,4.039748668983441e-41,0.002,6.787738033238347e-11,0.0001906090548468934
